Security Control ID,Title,Description,Severity Rating,Current Region Availability,Remediation URL,Parameters,NbStandardsImplementedIn,ImplementedInStandards,Remediation URL to Crawl,Category,Resource type,AWS Config rule,Schedule type,Remediation
Redshift.9,Redshift clusters should not use the default database name,This control checks whether a Redshift cluster has changed the database name from its default value. This control will fail if the database name for a Redshift cluster is set to “dev”,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.9/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-9,Identify > Resource Configuration,AWS::Redshift::Cluster,redshift-default-db-name-check,Change triggered,"You can't change the database name for your Amazon Redshift cluster after it is created. For instructions on creating a new cluster, see Getting started with Amazon Redshift in the Amazon Redshift Getting Started Guide."
Redshift.10,Redshift clusters should be encrypted at rest,This control checks if an Amazon Redshift cluster is encrypted at rest. The control fails if a Redshift cluster isn't encrypted at rest.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.10/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-10,Protect > Data Protection > Encryption of data-at-rest,AWS::Redshift::Cluster,redshift-cluster-kms-enabled,Change triggered,"To modify a Redshift cluster to use KMS encryption, see Changing cluster encryption in the Amazon Redshift Management Guide."
Redshift.11,Redshift clusters should be tagged,"This control checks whether an Amazon Redshift cluster set has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the cluster doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the cluster isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.11/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-11,Identify > Inventory > Tagging,AWS::Redshift::Cluster,tagged-redshift-cluster (custom Security Hub rule),Change triggered,"To add tags to a Redshift cluster, see Tagging resources in Amazon Redshift in the Amazon Redshift Management Guide."
Redshift.12,Redshift event notification subscriptions should be tagged,"This control checks whether an Amazon Redshift event notification subscription has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the event notification subscription doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the event notification subscription isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.12/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-12,Identify > Inventory > Tagging,AWS::Redshift::EventSubscription,tagged-redshift-eventsubscription (custom Security Hub rule),Change triggered,"To add tags to a Redshift event notification subscription, see Tagging resources in Amazon Redshift in the Amazon Redshift Management Guide."
Redshift.13,Redshift cluster snapshots should be tagged,"This control checks whether an Amazon Redshift cluster snapshot has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the cluster snapshot doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the cluster snapshot isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.13/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-13,Identify > Inventory > Tagging,AWS::Redshift::ClusterSnapshot,tagged-redshift-clustersnapshot (custom Security Hub rule),Change triggered,"To add tags to a Redshift cluster snapshot, see Tagging resources in Amazon Redshift in the Amazon Redshift Management Guide."
Redshift.14,Redshift cluster subnet groups should be tagged,"This control checks whether an Amazon Redshift cluster subnet group has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the cluster subnet group doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the cluster subnet group isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.14/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-14,Identify > Inventory > Tagging,AWS::Redshift::ClusterSubnetGroup,tagged-redshift-clustersubnetgroup (custom Security Hub rule),Change triggered,"To add tags to a Redshift cluster subnet group, see Tagging resources in Amazon Redshift in the Amazon Redshift Management Guide."
Redshift.15,Redshift security groups should allow ingress on the cluster port only from restricted origins,This control checks whether a security group associated with an Amazon Redshift cluster has ingress rules that permit access to the cluster port from the internet (0.0.0.0/0 or ::/0). The control fails if the security group ingress rules permit access to the cluster port from the internet.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.15/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-15,Protect > Secure network configuration > Security group configuration,AWS::Redshift::Cluster,redshift-unrestricted-port-access,Periodic,"To restrict ingress on the Redshift cluster port to restricted origins, see Work with security group rules in the Amazon VPC User Guide. Update rules where the port range matches the Redshift cluster port and the IP port range is 0.0.0.0/0."
Redshift.16,Redshift cluster subnet groups should have subnets from multiple Availability Zones,The control checks whether an Amazon Redshift cluster subnet group has subnets from more than one Availability Zone (AZ). The control fails if the cluster subnet group doesn't have subnets from at least two different AZs.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/Redshift.16/remediation,,1,NIST Special Publication 800-53 Revision 5,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-16,Recover > Resilience > High availability,AWS::Redshift::ClusterSubnetGroup,redshift-cluster-subnet-group-multi-az,Change triggered,"To modify a Redshift cluster subnet group to span multiple AZs, see Modifying a cluster subnet group in the Amazon Redshift Management Guide."
Route53.1,Route 53 health checks should be tagged,"This control checks whether an Amazon Route 53 health check has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the health check doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the health check isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/Route53.1/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/route53-controls.html#route53-1,Identify > Inventory > Tagging,AWS::Route53::HealthCheck,tagged-route53-healthcheck (custom Security Hub rule),Change triggered,"To add tags to a Route 53 health check, see Naming and tagging health checks in the Amazon Route 53 Developer Guide."
Route53.2,Route 53 public hosted zones should log DNS queries,This control checks if DNS query logging is enabled for an Amazon Route 53 public hosted zone. The control fails if DNS query logging isn't enabled for a Route 53 public hosted zone.,MEDIUM,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/Route53.2/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/route53-controls.html#route53-2,Identify > Logging,AWS::Route53::HostedZone,route53-query-logging-enabled,Change triggered,"To log DNS queries for Route 53 public hosted zones, see Configuring logging for DNS queries in the Amazon Route 53 Developer Guide."
S3.1,S3 general purpose buckets should have block public access settings enabled,This control checks whether the preceding Amazon S3 block public access settings are configured at the account level for an S3 general purpose bucket. The control fails if one or more of the block public access settings are set to false.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.1/remediation,,6,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-1,Protect > Secure network configuration,AWS::::Account,s3-account-level-public-access-blocks-periodic,Periodic,"To enable Amazon S3 Block Public Access for your AWS account, see Configuring block public access settings for your account in the Amazon Simple Storage Service User Guide."
S3.2,S3 general purpose buckets should block public read access,"This control checks whether an Amazon S3 general purpose bucket permits public read access. It evaluates the block public access settings, the bucket policy, and the bucket access control list (ACL). The control fails if the bucket permits public read access.",CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.2/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-2,Protect > Secure network configuration,AWS::S3::Bucket,s3-bucket-public-read-prohibited,Periodic and change triggered,"To block public read access on your Amazon S3 buckets, see Configuring block public access settings for your S3 buckets in the Amazon Simple Storage Service User Guide."
S3.3,S3 general purpose buckets should block public write access,"This control checks whether an Amazon S3 general purpose bucket permits public write access. It evaluates the block public access settings, the bucket policy, and the bucket access control list (ACL). The control fails if the bucket permits public write access.",CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.3/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-3,Protect > Secure network configuration,AWS::S3::Bucket,s3-bucket-public-write-prohibited,Periodic and change triggered,"To block public write access on your Amazon S3 buckets, see Configuring block public access settings for your S3 buckets in the Amazon Simple Storage Service User Guide."
S3.5,S3 general purpose buckets should require requests to use SSL,This control checks whether an Amazon S3 general purpose bucket has a policy that requires requests to use SSL. The control fails if the bucket policy doesn't require requests to use SSL.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.5/remediation,,6,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-5,Protect > Secure access management,AWS::S3::Bucket,s3-bucket-ssl-requests-only,Change triggered,"To update an Amazon S3 bucket policy to deny nonsecure transport, see Adding a bucket policy by using the Amazon S3 console in the Amazon Simple Storage Service User Guide. Add a policy statement similar to the one in the following policy. Replace amzn-s3-demo-bucket with the name of the bucket you're modifying. For more information, see What S3 bucket policy should I use to comply with the AWS Config rule s3-bucket-ssl-requests-only? in the AWS Official Knowledge Center."
S3.6,S3 general purpose bucket policies should restrict access to other AWS accounts,This control checks whether an Amazon S3 general purpose bucket policy prevents principals from other AWS accounts from performing denied actions on resources in the S3 bucket. The control fails if the bucket policy allows one or more of the preceding actions for a principal in another AWS account.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.6/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-6,"Protect > Secure access management > Sensitive
    API operations actions restricted",AWS::S3::Bucket,s3-bucket-blacklisted-actions-prohibited,Change triggered,"To update an Amazon S3 bucket policy to remove permissions, see.Adding a bucket policy by using the Amazon S3 console in the Amazon Simple Storage Service User Guide. On the Edit bucket policy page, in the policy editing text box, take one of the following actions: Remove the statements that grant other AWS accounts access to denied actions. Remove the permitted denied actions from the statements."
S3.7,S3 general purpose buckets should use cross-Region replication,This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.7/remediation,,2,"NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-7,Protect > Secure access management,AWS::S3::Bucket,s3-bucket-cross-region-replication-enabled,Change triggered,"To enable Cross-Region Replication on an S3 bucket, see Configuring replication for source and destination buckets owned by the same account in the Amazon Simple Storage Service User Guide. For Source bucket, choose Apply to all objects in the bucket."
S3.8,S3 general purpose buckets should block public access,"This control checks whether an Amazon S3 general purpose bucket blocks public access at the bucket level. The control fails if any of the following settings are set to false: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.8/remediation,,5,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-8,"Protect > Secure access management > Access
    control",AWS::S3::Bucket,s3-bucket-level-public-access-prohibited,Change triggered,"For information on how to remove public access at a bucket level, see Blocking public access to your Amazon S3 storage in the Amazon S3 User Guide."
S3.9,S3 general purpose buckets should have server access logging enabled,"This control checks whether server access logging is enabled for an Amazon S3 general purpose bucket. The control fails if server access logging isn't enabled. When logging is enabled, Amazon S3 delivers access logs for a source bucket to a chosen target bucket. The target bucket must be in the same AWS Region as the source bucket and must not have a default retention period configured. The target logging bucket does not need to have server access logging enabled, and you should suppress findings for this bucket.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.9/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-9,Identify > Logging,AWS::S3::Bucket,s3-bucket-logging-enabled,Change triggered,"To enable Amazon S3 server access logging, see Enabling Amazon S3 server access logging in the Amazon S3 User Guide."
S3.10,S3 general purpose buckets with versioning enabled should have Lifecycle configurations,This control checks whether an Amazon S3 general purpose versioned bucket has a Lifecycle configuration. The control fails if the bucket doesn't have a Lifecycle configuration.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.10/remediation,,1,NIST Special Publication 800-53 Revision 5,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-10,Identify > Logging,AWS::S3::Bucket,s3-version-lifecycle-policy-check,Change triggered,"For more information on configuring lifecycle on an Amazon S3 bucket, see Setting lifecycle configuration on a bucket and Managing your storage lifecycle."
S3.11,S3 general purpose buckets should have event notifications enabled,"This control checks whether S3 Event Notifications are enabled on an Amazon S3 general purpose bucket. The control fails if S3 Event Notifications are not enabled on a bucket. If you provide custom values for the 'eventTypes' parameter, the control passes only if event notifications are enabled for the specified types of events.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.11/remediation,"Parameter: eventTypes
Description:  List of preferred S3 event types
Type: EnumList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,NIST Special Publication 800-53 Revision 5,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-11,Identify > Logging,AWS::S3::Bucket,s3-event-notifications-enabled,Change triggered,"For information about detecting changes to S3 buckets and objects, see Amazon S3 Event Notifications in the Amazon S3 User Guide."
S3.12,ACLs should not be used to manage user access to S3 general purpose buckets,This control checks whether an Amazon S3 general purpose bucket provides user permissions with an access control list (ACL). The control fails if an ACL is configured for managing user access on the bucket.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.12/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-12,Protect > Secure access management > Access control,AWS::S3::Bucket,s3-bucket-acl-prohibited,Change triggered,"To pass this control, you should disable ACLs for your S3 buckets. For instructions, see Controlling ownership of objects and disabling ACLs for your bucket in the Amazon Simple Storage Service User Guide. To create an S3 bucket policy, see Adding a bucket policy by using the Amazon S3 console. To create an IAM user policy on an S3 bucket, see Controlling access to a bucket with user policies."
S3.13,S3 general purpose buckets should have Lifecycle configurations,"This control checks whether an Amazon S3 general purpose bucket has a Lifecycle configuration. The control fails if the bucket doesn't have a Lifecycle configuration. You can provide custom values for one or more if the preceding parameters, the control passes only if the policy includes the specified storage class, deletion time, and transition time.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.13/remediation,"Parameter: targetTransitionDays
Description: Number of days after object creation when objects are transitioned to a specified storage class
Type: Integer
Default Value: N/A
Min: 1
Max: 36500
---
Parameter: targetExpirationDays
Description: Number of days after object creation when objects are deleted
Type: Integer
Default Value: N/A
Min: 1
Max: 36500
---
Parameter: targetTransitionStorageClass
Description: Destination S3 storage class type
Type: Enum
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-13,Protect > Data protection,AWS::S3::Bucket,s3-lifecycle-policy-check,Change triggered,"For information about configuring lifecycle policies on an Amazon S3 bucket, see Setting lifecycle configuration on a bucket and see Managing your storage lifecycle in the Amazon S3 User Guide."
S3.14,S3 general purpose buckets should have versioning enabled,This control checks whether an Amazon S3 general purpose bucket has versioning enabled. The control fails if versioning is suspended for the bucket.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.14/remediation,,1,NIST Special Publication 800-53 Revision 5,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-14,Protect > Data protection > Data deletion protection,AWS::S3::Bucket,s3-bucket-versioning-enabled,Change triggered,"To use versioning on an S3 bucket, see Enabling versioning on buckets in the Amazon S3 User Guide."
S3.15,S3 general purpose buckets should have Object Lock enabled,"This control checks whether an Amazon S3 general purpose bucket has Object Lock enabled. The control fails if Object Lock isn’t enabled for the bucket. If you provide a custom value for the 'mode' parameter, the control passes only if S3 Object Lock uses the specified retention mode.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.15/remediation,"Parameter: mode
Description: S3 Object Lock retention mode
Type: Enum
Default Value: N/A
Min: N/A
Max: N/A
---
",2,"NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-15,Protect > Data protection > Data deletion protection,AWS::S3::Bucket,s3-bucket-default-lock-enabled,Change triggered,"To configure Object Lock for new and existing S3 buckets, see Configuring S3 Object Lock in the Amazon S3 User Guide."
S3.17,S3 general purpose buckets should be encrypted at rest with AWS KMS keys,This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.17/remediation,,2,"NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-17,Protect > Data Protection > Encryption of data-at-rest,AWS::S3::Bucket,s3-default-encryption-kms,Change triggered,"To encrypt an S3 bucket using SSE-KMS, see Specifying server-side encryption with AWS KMS (SSE-KMS) in the Amazon S3 User Guide. To encrypt an S3 bucket using DSSE-KMS, see Specifying dual-layer server-side encryption with AWS KMS keys (DSSE-KMS) in the Amazon S3 User Guide."
S3.19,S3 access points should have block public access settings enabled,This control checks whether an Amazon S3 access point has block public access settings enabled. The control fails if block public access settings aren't enabled for the access point.,CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.19/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-19,Protect > Secure access management > Resource not publicly accessible,AWS::S3::AccessPoint,s3-access-point-public-access-blocks,Change triggered,"Amazon S3 currently doesn't support changing an access point's block public access settings after the access point has been created. All block public access settings are enabled by default when you create a new access point. We recommend that you keep all settings enabled unless you know that you have a specific need to disable any of them. For more information, see Managing public access to access points in the Amazon Simple Storage Service User Guide."
S3.20,S3 general purpose buckets should have MFA delete enabled,This control checks if multi-factor authentication (MFA) delete is enabled on an Amazon S3 general purpose bucket. The control fails if MFA delete isn't enabled on the bucket.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.20/remediation,,3,"CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-20,Protect > Data protection > Data deletion protection,AWS::S3::Bucket,s3-bucket-mfa-delete-enabled,Change triggered,"To enable S3 Versioning and configure MFA delete on a bucket, see Configuring MFA delete in the Amazon Simple Storage Service User Guide."
S3.22,S3 general purpose buckets should log object-level write events,This control checks whether an AWS account has at least one AWS CloudTrail multi-Region trail that logs all write data events for Amazon S3 buckets. The control fails if the account doesn't have a multi-Region trail that logs write data events for S3 buckets.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.22/remediation,,2,"CIS AWS Foundations Benchmark v3.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-22,Identify > Logging,AWS::::Account,cloudtrail-all-write-s3-data-event-check,Periodic,"To enable object-level logging for S3 buckets, see Enabling CloudTrail event logging for S3 buckets and objects in the Amazon Simple Storage Service User Guide."
S3.23,S3 general purpose buckets should log object-level read events,This control checks whether an AWS account has at least one AWS CloudTrail multi-Region trail that logs all read data events for Amazon S3 buckets. The control fails if the account doesn't have a multi-Region trail that logs read data events for S3 buckets.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.23/remediation,,2,"CIS AWS Foundations Benchmark v3.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-23,Identify > Logging,AWS::::Account,cloudtrail-all-read-s3-data-event-check,Periodic,"To enable object-level logging for S3 buckets, see Enabling CloudTrail event logging for S3 buckets and objects in the Amazon Simple Storage Service User Guide."
S3.24,S3 Multi-Region Access Points should have block public access settings enabled,This control checks whether an Amazon S3 Multi-Region Access Point has block public access settings enabled. The control fails if the Multi-Region Access Point doesn't have block public access settings enabled.,HIGH,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/S3.24/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-24,Protect > Secure network configuration > Resources not publicly accessible,AWS::S3::MultiRegionAccessPoint,s3-mrap-public-access-blocked (custom Security Hub rule),Change triggered,"By default, all Block Public Access settings are enabled for an S3 Multi-Region Access Point. For more information , see Blocking public access with Amazon S3 Multi-Region Access Points in the Amazon Simple Storage Service User Guide. You can't change the Block Public Access settings for a Multi-Region Access Point after it has been created."
SES.1,SES contact lists should be tagged,"This control checks whether an Amazon SES contact list has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the contact list doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the contact list isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SES.1/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ses-controls.html#ses-1,Identify > Inventory > Tagging,AWS::SES::ContactList,tagged-ses-contactlist (custom Security Hub rule),Change triggered,"To add tags to an Amazon SES contact list, see TagResource in the Amazon SES API v2 Reference."
SES.2,SES configuration sets should be tagged,"This control checks whether an Amazon SES configuration set has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the configuration set doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the configuration set isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SES.2/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ses-controls.html#ses-2,Identify > Inventory > Tagging,AWS::SES::ConfigurationSet,tagged-ses-configurationset (custom Security Hub rule),Change triggered,"To add tags to an Amazon SES configuration set, see TagResource in the Amazon SES API v2 Reference."
SNS.1,SNS topics should be encrypted at-rest using AWS KMS,This control checks whether an SNS topic is encrypted at rest using AWS KMS. The controls fails if an SNS topic doesn't use a KMS key for server-side encryption (SSE).,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SNS.1/remediation,,1,NIST Special Publication 800-53 Revision 5,https://docs.aws.amazon.com/securityhub/latest/userguide/sns-controls.html#sns-1,Protect > Data Protection > Encryption of data-at-rest,AWS::SNS::Topic,sns-encrypted-kms,Change triggered,"To enable SSE for an SNS topic, see Enabling server-side encryption (SSE) for an Amazon SNS topic in the Amazon Simple Notification Service Developer Guide. Before you can use SSE, you must also configure AWS KMS key policies to allow encryption of topics and encryption and decryption of messages. For more information, see Configuring AWS KMS permissions in the Amazon Simple Notification Service Developer Guide."
SNS.3,SNS topics should be tagged,"This control checks whether an Amazon SNS topic has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the topic doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the topic isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/SNS.3/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/sns-controls.html#sns-3,Identify > Inventory > Tagging,AWS::SNS::Topic,tagged-sns-topic (custom Security Hub rule),Change triggered,"To add tags to an SNS topic, see Configuring Amazon SNS topic tags in the Amazon Simple Notification Service Developer Guide."
